date,open,high,low,close,volume,daily_return
2023-10-03 05:30:00,406.45,408.1,403.6,405.45,2864052,
2023-10-04 05:30:00,402.7,405.45,400.65,404.9,3452935,-0.0013565174497471855
2023-10-05 05:30:00,407.95,410.4,405.0,406.8,4062652,0.004692516670782965
2023-10-06 05:30:00,408.0,409.8,406.95,407.85,3182502,0.002581120943952797
2023-10-09 05:30:00,404.2,411.0,403.4,405.6,3015225,-0.005516734093416686
2023-10-10 05:30:00,406.4,408.75,406.2,407.75,2564007,0.005300788954635038
2023-10-11 05:30:00,409.0,423.95,409.0,421.15,9546114,0.03286327406499079
2023-10-12 05:30:00,421.75,421.9,414.7,417.1,5117199,-0.009616526178321205
2023-10-13 05:30:00,411.9,414.4,409.05,411.05,5457027,-0.014504914888516018
2023-10-16 05:30:00,411.0,411.9,408.15,410.2,2638826,-0.002067874954385207
2023-10-17 05:30:00,411.7,413.85,411.05,411.4,2989694,0.0029254022428084614
2023-10-18 05:30:00,409.0,413.65,407.0,407.45,2440533,-0.009601361205639258
2023-10-19 05:30:00,391.95,396.75,390.1,395.3,12814551,-0.029819609768069633
2023-10-20 05:30:00,395.05,396.05,391.0,391.85,4214668,-0.008727548697191945
2023-10-23 05:30:00,390.85,393.0,382.2,383.15,4418913,-0.02220237335715214
2023-10-25 05:30:00,384.4,387.7,381.1,381.85,3339147,-0.003392927052068284
2023-10-26 05:30:00,378.8,380.55,375.05,378.25,5497791,-0.009427785779756559
2023-10-27 05:30:00,379.05,384.35,379.05,382.35,3101406,0.010839391936549925
2023-10-30 05:30:00,384.0,384.35,380.4,382.0,2344372,-0.0009153916568589437
2023-10-31 05:30:00,383.2,384.1,379.15,381.8,3076768,-0.0005235602094240122
2023-11-01 05:30:00,383.85,385.55,380.15,380.95,2120976,-0.002226296490309143
2023-11-02 05:30:00,383.8,385.15,382.1,383.65,2371365,0.00708754429715186
2023-11-03 05:30:00,386.0,386.7,382.65,383.55,2645764,-0.0002606542421477176
2023-11-06 05:30:00,386.0,386.45,383.0,384.65,2469968,0.0028679442054491133
2023-11-07 05:30:00,384.9,387.0,382.85,383.3,2846089,-0.0035096841284283364
2023-11-08 05:30:00,384.6,385.85,381.5,382.2,3551026,-0.0028698147665014995
2023-11-09 05:30:00,383.0,384.0,379.7,380.85,4615563,-0.003532182103610615
2023-11-10 05:30:00,380.3,381.8,377.0,379.3,5355350,-0.004069843770513337
2023-11-12 05:30:00,383.4,383.4,381.45,382.45,1011662,0.008304771948325795
2023-11-13 05:30:00,382.6,382.9,380.0,381.65,1792951,-0.0020917767028370005
2023-11-15 05:30:00,385.55,392.25,384.25,391.65,5396259,0.026202017555351675
2023-11-16 05:30:00,391.65,399.5,389.3,397.1,6921788,0.013915485765351843
2023-11-17 05:30:00,398.0,399.0,394.5,395.4,3943464,-0.004281037522034903
2023-11-20 05:30:00,393.2,401.1,393.2,400.2,4305248,0.012139605462822445
2023-11-21 05:30:00,402.6,402.6,400.05,400.65,2720124,0.0011244377811094886
2023-11-22 05:30:00,402.5,402.6,399.1,400.25,2659291,-0.0009983776363409191
2023-11-23 05:30:00,400.5,405.0,400.5,402.5,4838680,0.0056214865708932304
2023-11-24 05:30:00,402.5,403.5,395.55,396.0,3125283,-0.016149068322981353
2023-11-28 05:30:00,397.0,398.75,393.1,396.85,4072657,0.0021464646464646187
2023-11-29 05:30:00,398.0,408.55,398.0,406.25,7772043,0.02368653143505095
2023-11-30 05:30:00,406.95,414.5,404.05,413.05,9912979,0.01673846153846159
2023-12-01 05:30:00,413.75,413.75,406.5,407.65,4915213,-0.013073477787192922
2023-12-04 05:30:00,412.7,413.0,406.75,407.45,5331236,-0.0004906169508156477
2023-12-05 05:30:00,407.4,409.0,402.1,404.35,5582684,-0.007608295496379869
2023-12-06 05:30:00,406.75,420.4,405.95,418.75,11041035,0.03561271175961411
2023-12-07 05:30:00,420.0,421.5,416.65,418.25,5625276,-0.0011940298507462366
2023-12-08 05:30:00,418.8,424.5,415.0,422.6,7739561,0.010400478182905015
2023-12-11 05:30:00,420.0,422.2,417.25,420.6,5042121,-0.004732607666824373
2023-12-12 05:30:00,420.7,427.9,420.15,422.2,5951682,0.0038040893961006628
2023-12-13 05:30:00,423.55,424.3,415.0,419.65,4848408,-0.006039791567977293
2023-12-14 05:30:00,423.5,436.0,423.25,434.4,12340688,0.03514833790063143
2023-12-15 05:30:00,436.05,449.5,433.5,446.55,20783617,0.027969613259668513
2023-12-18 05:30:00,446.0,453.5,442.0,445.25,10091036,-0.0029112081513829047
2023-12-19 05:30:00,445.6,447.35,435.0,438.7,8032347,-0.014710836608646805
2023-12-20 05:30:00,442.0,449.5,429.35,431.95,13224971,-0.015386368816959206
2023-12-21 05:30:00,428.9,436.5,427.2,434.0,5331504,0.004745919666628184
2023-12-22 05:30:00,435.3,466.3,434.0,462.65,23040407,0.06601382488479257
2023-12-26 05:30:00,454.0,475.8,448.35,470.1,27314322,0.016102885550632218
2023-12-27 05:30:00,468.5,475.4,464.1,470.95,12631496,0.0018081259306530484
2023-12-28 05:30:00,472.55,477.4,467.65,469.45,8419978,-0.0031850514916658135
2023-12-29 05:30:00,470.95,475.35,466.1,471.3,7980570,0.003940781765896295
2024-01-01 05:30:00,473.0,483.5,468.3,477.15,10173639,0.012412476129853633
2024-01-02 05:30:00,478.0,478.0,464.3,469.2,7141257,-0.01666142722414332
2024-01-03 05:30:00,463.9,463.9,455.0,455.9,9767182,-0.028346121057118534
2024-01-04 05:30:00,457.0,459.85,451.4,452.4,7585168,-0.007677122175915763
2024-01-05 05:30:00,455.05,463.0,453.5,456.6,8444565,0.009283819628647327
2024-01-08 05:30:00,457.5,460.0,449.05,450.35,5041443,-0.013688129653964043
2024-01-09 05:30:00,458.0,462.5,449.95,450.75,7232524,0.0008881980681691992
2024-01-10 05:30:00,451.45,456.0,449.0,453.6,4437338,0.006322795341098253
2024-01-11 05:30:00,454.95,456.9,446.7,448.2,4319409,-0.011904761904761973
2024-01-12 05:30:00,455.0,469.0,455.0,465.45,18043367,0.03848728246318611
2024-01-15 05:30:00,511.95,529.0,489.15,494.6,63922132,0.06262756472231179
2024-01-16 05:30:00,495.0,495.0,480.5,485.0,12956246,-0.01940962393853629
2024-01-17 05:30:00,475.15,491.5,472.0,482.4,14334466,-0.005360824742268067
2024-01-18 05:30:00,482.4,489.0,468.4,482.65,13072462,0.0005182421227196699
2024-01-19 05:30:00,488.0,493.35,483.6,485.05,7749310,0.004972547394592519
2024-01-20 05:30:00,486.4,488.9,469.05,477.95,6045801,-0.014637666219977419
2024-01-23 05:30:00,478.05,486.0,467.05,469.9,9986168,-0.01684276597970502
2024-01-24 05:30:00,471.0,479.0,468.05,478.05,5854375,0.017344115769312607
2024-01-25 05:30:00,478.05,479.35,468.55,470.0,6426490,-0.016839242757033857
2024-01-29 05:30:00,470.0,477.0,470.0,473.0,5025650,0.006382978723404209
2024-01-30 05:30:00,474.4,482.9,471.5,472.5,5914007,-0.0010570824524313016
2024-01-31 05:30:00,472.5,479.9,469.0,478.15,5292240,0.011957671957671945
2024-02-01 05:30:00,477.55,477.7,470.6,471.35,3914060,-0.014221478615497163
2024-02-02 05:30:00,475.0,486.5,475.0,483.15,8148111,0.025034475442876847
2024-02-05 05:30:00,483.0,489.5,479.15,482.35,5783302,-0.0016558004760425238
2024-02-06 05:30:00,484.7,501.8,483.1,499.65,14512019,0.035866072354099554
2024-02-07 05:30:00,500.95,501.7,492.55,495.2,4551767,-0.0089062343640548
2024-02-08 05:30:00,495.9,500.1,485.1,488.85,5651920,-0.012823101777059698
2024-02-09 05:30:00,490.9,494.75,482.75,490.45,3946894,0.0032729876240154
2024-02-12 05:30:00,491.0,510.8,491.0,501.45,24436750,0.022428382098073296
2024-02-13 05:30:00,503.1,513.0,491.7,511.6,11186788,0.020241300229334902
2024-02-14 05:30:00,503.95,517.0,497.05,514.5,11297328,0.005668491008600451
