date,open,high,low,close,volume,daily_return
2023-10-03 05:30:00,826.0,836.75,824.25,831.4,2453090,
2023-10-04 05:30:00,830.95,845.45,819.35,824.6,4096647,-0.008178975222516205
2023-10-05 05:30:00,830.85,832.0,820.25,825.2,2083505,0.0007276255154013977
2023-10-06 05:30:00,830.0,836.5,826.4,830.75,1877058,0.006725642268540888
2023-10-09 05:30:00,815.0,818.8,785.0,790.05,5994282,-0.048991874811917024
2023-10-10 05:30:00,800.55,823.7,800.55,819.5,7591327,0.03727612176444528
2023-10-11 05:30:00,827.4,827.4,812.35,814.85,3281387,-0.005674191580231858
2023-10-12 05:30:00,818.55,823.25,812.55,814.95,2563606,0.00012272197336926638
2023-10-13 05:30:00,812.0,824.8,805.85,813.75,3801000,-0.001472482974415712
2023-10-16 05:30:00,818.5,818.5,803.25,805.65,2664794,-0.009953917050691263
2023-10-17 05:30:00,812.0,814.4,804.0,805.1,2162192,-0.0006826785825109205
2023-10-18 05:30:00,808.95,809.05,795.4,798.6,2271927,-0.008073531238355525
2023-10-19 05:30:00,796.75,797.3,787.45,792.85,2862500,-0.007200100175306812
2023-10-20 05:30:00,791.8,803.0,788.65,793.65,2434862,0.0010090180992621267
2023-10-23 05:30:00,793.65,795.8,769.9,771.45,2002377,-0.027972027972027913
2023-10-25 05:30:00,772.5,783.35,761.05,769.1,2581498,-0.0030462116793051885
2023-10-26 05:30:00,764.0,771.8,754.5,770.35,3855358,0.0016252762969704015
2023-10-27 05:30:00,774.9,786.4,773.05,782.4,2995404,0.015642240540014285
2023-10-30 05:30:00,785.9,794.4,779.8,785.0,3522068,0.00332310838445804
2023-10-31 05:30:00,789.8,791.1,782.5,784.75,2825760,-0.0003184713375796733
2023-11-01 05:30:00,784.75,790.5,767.2,769.1,2693768,-0.019942656897100952
2023-11-02 05:30:00,776.9,783.5,772.05,774.3,1741799,0.006761149395397181
2023-11-03 05:30:00,780.0,798.8,777.3,795.4,4310765,0.027250419733953368
2023-11-06 05:30:00,801.5,806.25,799.3,802.5,2270316,0.008926326376665905
2023-11-07 05:30:00,803.0,808.4,796.0,797.55,2394891,-0.0061682242990654945
2023-11-08 05:30:00,802.0,823.8,800.05,818.7,5123208,0.026518713560278462
2023-11-09 05:30:00,825.0,827.7,798.1,806.2,4982049,-0.015268107976059597
2023-11-10 05:30:00,808.0,818.8,806.2,808.6,3903183,0.0029769288017862383
2023-11-12 05:30:00,816.7,816.7,811.0,812.25,265239,0.004513974771209517
2023-11-13 05:30:00,810.0,828.0,807.5,809.85,1050882,-0.002954755309325874
2023-11-15 05:30:00,818.0,818.0,809.05,810.75,1694698,0.0011113169105390064
2023-11-16 05:30:00,814.4,818.4,808.1,813.6,1689762,0.003515263644773281
