date,open,high,low,close,volume,daily_return
2023-10-03 05:30:00,3426.9,3434.95,3302.9,3351.4,1354075,
2023-10-04 05:30:00,3350.0,3408.95,3323.75,3400.9,566983,0.014769946887867702
2023-10-05 05:30:00,3405.5,3453.9,3387.05,3443.6,394665,0.012555500014701959
2023-10-06 05:30:00,3443.6,3464.45,3438.35,3450.4,249258,0.0019746776629110396
2023-10-09 05:30:00,3420.2,3476.0,3401.0,3445.6,471285,-0.0013911430558776194
2023-10-10 05:30:00,3450.45,3474.0,3449.05,3458.75,206646,0.0038164615741815844
2023-10-11 05:30:00,3482.0,3494.1,3461.4,3486.6,343468,0.008052041922659958
2023-10-12 05:30:00,3490.0,3534.95,3476.45,3494.2,644992,0.002179773991854539
2023-10-13 05:30:00,3481.0,3500.0,3441.0,3476.4,280442,-0.005094156029992525
2023-10-16 05:30:00,3462.1,3503.0,3462.1,3486.6,147663,0.002934069727304145
2023-10-17 05:30:00,3505.0,3522.8,3487.0,3500.85,260333,0.004087076234727149
2023-10-18 05:30:00,3500.85,3546.85,3482.1,3496.1,368551,-0.0013568133453304432
2023-10-19 05:30:00,3480.0,3534.0,3460.35,3501.2,353664,0.0014587683418665343
2023-10-20 05:30:00,3500.0,3500.15,3465.6,3480.9,216268,-0.0057980121101336435
2023-10-23 05:30:00,3467.1,3492.9,3425.85,3446.35,211293,-0.009925593955586232
2023-10-25 05:30:00,3435.1,3446.25,3368.8,3384.4,354128,-0.017975539338720647
2023-10-26 05:30:00,3370.0,3375.0,3310.0,3326.8,428619,-0.017019264862309424
2023-10-27 05:30:00,3326.8,3410.0,3326.8,3394.85,293097,0.02045509198028128
2023-10-30 05:30:00,3403.0,3426.0,3336.2,3357.65,257392,-0.010957774275741183
2023-10-31 05:30:00,3366.55,3367.0,3287.2,3295.55,409346,-0.01849507840304976
2023-11-01 05:30:00,3309.8,3315.1,3275.0,3282.25,325630,-0.004035745171519278
2023-11-02 05:30:00,3285.0,3345.0,3284.2,3338.3,493381,0.017076700434153436
2023-11-03 05:30:00,3360.0,3458.15,3353.0,3428.0,568463,0.02686996375400641
2023-11-06 05:30:00,3454.9,3543.45,3437.45,3510.95,722080,0.024197782963827352
2023-11-07 05:30:00,3480.1,3538.95,3480.1,3509.05,335436,-0.0005411640724019007
2023-11-08 05:30:00,3510.0,3565.0,3505.85,3550.3,393482,0.01175531839101751
2023-11-09 05:30:00,3545.3,3596.4,3526.1,3541.9,538782,-0.0023659972396699036
2023-11-10 05:30:00,3540.0,3565.0,3502.1,3540.75,259237,-0.0003246844913746827
2023-11-12 05:30:00,3590.0,3611.55,3570.0,3579.3,113586,0.010887523829697043
2023-11-13 05:30:00,3590.0,3675.0,3586.0,3645.4,875885,0.01846729807504266
2023-11-15 05:30:00,3689.0,3860.0,3672.1,3848.3,1914550,0.055659186920502535
2023-11-16 05:30:00,3848.05,3873.0,3813.15,3836.75,755583,-0.0030013252605046725
2023-11-17 05:30:00,3824.9,3898.0,3816.9,3865.3,476357,0.007441193718642047
2023-11-20 05:30:00,3850.55,3898.9,3824.0,3846.45,249897,-0.004876723669572924
2023-11-21 05:30:00,3865.0,3865.6,3826.05,3844.2,260475,-0.0005849549584682201
2023-11-22 05:30:00,3830.1,3854.4,3805.0,3833.8,286194,-0.0027053743301596045
2023-11-23 05:30:00,3836.55,3915.0,3833.0,3883.8,764501,0.013041890552454527
2023-11-24 05:30:00,3895.7,3920.0,3842.05,3849.05,266314,-0.008947422627323731
2023-11-28 05:30:00,3855.95,3892.15,3777.75,3826.7,505274,-0.005806627609410198
2023-11-29 05:30:00,3852.0,3852.0,3791.0,3812.25,414180,-0.0037760995113282902
2023-11-30 05:30:00,3857.95,3920.0,3828.05,3896.9,1338711,0.022204734736704035
2023-12-01 05:30:00,3922.0,3950.0,3882.05,3891.2,683211,-0.0014627011214042307
2023-12-04 05:30:00,3950.0,4200.0,3916.0,4180.35,2824695,0.07430869654605288
2023-12-05 05:30:00,4181.0,4195.25,4100.0,4136.5,1045885,-0.010489552310213313
2023-12-06 05:30:00,4088.05,4127.95,4025.0,4047.0,941566,-0.02163664934123055
2023-12-07 05:30:00,4050.0,4135.0,4048.0,4091.0,699553,0.010872251050160653
2023-12-08 05:30:00,4100.0,4112.4,4028.8,4055.0,334252,-0.008799804448790027
2023-12-11 05:30:00,4055.0,4068.9,4010.0,4025.65,534584,-0.0072379778051787635
2023-12-12 05:30:00,4047.45,4047.45,3936.15,3951.75,981121,-0.01835728391688296
2023-12-13 05:30:00,3969.0,4044.95,3957.95,4032.75,707209,0.020497248054659245
2023-12-14 05:30:00,4058.0,4100.0,4045.0,4086.15,922658,0.013241584526687777
2023-12-15 05:30:00,4099.7,4135.3,4045.0,4059.9,954933,-0.0064241400829632145
2023-12-18 05:30:00,4076.0,4165.0,4068.5,4085.5,886620,0.006305574028916849
2023-12-19 05:30:00,4094.8,4109.55,4022.4,4039.65,328368,-0.011222616570799149
2023-12-20 05:30:00,4074.75,4132.45,3891.7,3912.4,557214,-0.03150025373485321
2023-12-21 05:30:00,3900.0,4007.9,3847.55,3957.95,445648,0.011642470095082125
2023-12-22 05:30:00,3983.0,4016.95,3948.2,4006.05,309907,0.012152755845829422
2023-12-26 05:30:00,4024.8,4069.65,4012.0,4040.4,475107,0.008574531021829479
2023-12-27 05:30:00,4068.0,4134.95,4042.1,4120.0,385941,0.019701019701019673
2023-12-28 05:30:00,4120.0,4130.0,4080.9,4091.9,450475,-0.0068203883495145945
2023-12-29 05:30:00,4099.95,4178.0,4094.0,4143.5,673952,0.012610278843568912
2024-01-01 05:30:00,4145.0,4145.0,4030.0,4038.35,763454,-0.025377096657415277
2024-01-02 05:30:00,4010.1,4010.75,3882.35,3892.5,1221148,-0.03611623559126864
2024-01-03 05:30:00,3894.05,3928.95,3878.45,3887.6,435449,-0.0012588310854206863
2024-01-04 05:30:00,3887.5,3915.0,3848.5,3861.0,425702,-0.0068422677230167706
2024-01-05 05:30:00,3864.05,3918.7,3860.0,3877.05,402103,0.004156954156954162
2024-01-08 05:30:00,3890.0,3960.4,3877.5,3884.25,401263,0.0018570820598133864
2024-01-09 05:30:00,3909.25,3923.95,3850.6,3870.45,411462,-0.003552809422668557
2024-01-10 05:30:00,3870.45,3873.0,3790.65,3842.55,577499,-0.007208464132077541
2024-01-11 05:30:00,3868.8,3924.7,3852.45,3888.8,378237,0.012036277992478972
2024-01-12 05:30:00,3890.2,3899.0,3850.0,3870.85,220410,-0.004615819790166675
2024-01-15 05:30:00,3875.0,3884.65,3811.0,3832.1,364325,-0.010010721159435243
2024-01-16 05:30:00,3790.0,3828.1,3741.5,3792.3,519197,-0.010385950262258192
2024-01-17 05:30:00,3731.0,3772.0,3720.0,3751.1,585284,-0.010864119399836558
2024-01-18 05:30:00,3751.1,3761.55,3661.0,3691.15,583931,-0.01598197861960482
2024-01-19 05:30:00,3700.0,3787.85,3658.0,3699.45,894473,0.0022486217032631206
2024-01-20 05:30:00,3709.9,3737.9,3675.1,3697.6,122046,-0.0005000743353741344
2024-01-23 05:30:00,3702.05,3744.0,3606.05,3616.7,823427,-0.021879056685417564
2024-01-24 05:30:00,3629.0,3648.95,3562.45,3635.0,1318897,0.005059861199435911
2024-01-25 05:30:00,3680.0,3680.0,3597.05,3616.45,699432,-0.005103163686382417
2024-01-29 05:30:00,3621.1,3681.0,3590.05,3669.05,936432,0.014544650140331017
2024-01-30 05:30:00,3675.0,3729.9,3673.9,3704.75,612064,0.00973003911094139
2024-01-31 05:30:00,3716.0,3852.15,3701.1,3839.6,759817,0.03639921722113493
2024-02-01 05:30:00,3843.0,3965.85,3843.0,3933.2,1313981,0.024377539327013142
2024-02-02 05:30:00,3900.0,3900.0,3811.25,3825.55,872011,-0.027369571849893082
2024-02-05 05:30:00,3850.0,3918.4,3837.0,3889.95,592181,0.016834180706042146
2024-02-06 05:30:00,3900.0,3950.75,3890.0,3944.6,470713,0.014049023766372404
2024-02-07 05:30:00,3975.0,3990.0,3907.95,3927.65,416774,-0.004297013638898672
2024-02-08 05:30:00,3953.0,3957.3,3791.75,3807.3,404899,-0.030641732333583693
2024-02-09 05:30:00,3820.0,3847.95,3761.6,3840.95,396729,0.008838284348488434
2024-02-12 05:30:00,3869.9,3903.05,3817.2,3871.85,237343,0.008044884729038415
2024-02-13 05:30:00,3894.65,3936.15,3765.45,3854.2,633019,-0.004558544365096839
2024-02-14 05:30:00,3833.0,3932.35,3726.6,3901.55,919714,0.012285299154169538
2024-02-15 05:30:00,3905.0,3928.5,3876.2,3916.55,405632,0.003844625853827388
2024-02-16 05:30:00,3925.05,4003.0,3916.3,3928.65,634008,0.003089453728408964
2024-02-19 05:30:00,3934.95,3954.7,3894.75,3902.85,267834,-0.00656714138444503
2024-02-20 05:30:00,3894.0,3898.9,3784.2,3828.1,1324518,-0.019152670484389622
2024-02-21 05:30:00,3828.1,3895.75,3821.0,3836.35,575380,0.0021551161150439313
2024-02-22 05:30:00,3864.8,3970.0,3841.85,3951.4,1130600,0.029989443090437495
2024-02-23 05:30:00,3970.4,3972.0,3913.65,3927.05,571998,-0.006162372829883078
2024-02-26 05:30:00,3927.05,3991.45,3895.0,3952.95,474465,0.006595281445359591
2024-02-27 05:30:00,3950.0,4012.55,3940.0,4002.75,579400,0.012598186164763048
2024-02-28 05:30:00,4002.75,4018.95,3851.0,3863.75,658953,-0.03472612578852041
2024-02-29 05:30:00,3862.95,3890.0,3760.05,3792.4,1021336,-0.018466515690715002
2024-03-01 05:30:00,3790.2,3868.8,3776.05,3843.55,665946,0.013487501318426354
2024-03-02 05:30:00,3855.0,3877.85,3837.05,3860.35,17701,0.0043709591393372715
2024-03-04 05:30:00,3858.6,3883.3,3744.0,3751.45,641251,-0.028209877342728062
2024-03-05 05:30:00,3751.45,3801.95,3742.55,3791.9,591293,0.010782497434325578
2024-03-06 05:30:00,3800.0,3806.85,3734.05,3793.2,315398,0.0003428360452542023
2024-03-07 05:30:00,3793.2,3810.0,3759.05,3785.25,734239,-0.0020958557418537804
2024-03-11 05:30:00,3795.45,3814.95,3770.0,3783.9,373335,-0.00035664751337427525
2024-03-12 05:30:00,3804.4,3855.8,3771.0,3810.75,528035,0.0070958534845000365
2024-03-13 05:30:00,3811.55,3852.4,3715.0,3735.55,428324,-0.01973364823197532
2024-03-14 05:30:00,3717.0,3803.75,3686.25,3772.65,720948,0.009931603110653109
2024-03-15 05:30:00,3772.65,3779.95,3707.05,3745.65,487749,-0.007156773090533197
2024-03-18 05:30:00,3745.0,3745.0,3681.7,3699.7,533167,-0.012267563707233808
2024-03-19 05:30:00,3699.7,3730.0,3672.0,3716.85,559402,0.004635510987377467
2024-03-20 05:30:00,3821.0,3940.0,3821.0,3873.6,3045475,0.042172807619355046
2024-03-21 05:30:00,3881.35,3949.0,3881.0,3918.95,838929,0.011707455596860816
2024-03-22 05:30:00,3945.0,4013.95,3863.2,3988.4,1033237,0.017721583587440692
2024-03-26 05:30:00,4001.45,4042.5,3907.1,3911.1,772158,-0.019381205495938247
2024-03-27 05:30:00,3934.8,3987.0,3905.8,3913.8,510950,0.0006903428702922376
2024-03-28 05:30:00,3915.3,4075.0,3891.75,4019.3,1307106,0.026955899637181258
2024-04-01 05:30:00,4060.8,4070.0,3936.5,3946.65,532524,-0.018075286741472407
2024-04-02 05:30:00,3990.0,3990.0,3914.3,3922.2,485047,-0.006195127513207499
2024-04-03 05:30:00,3923.0,3943.1,3886.1,3934.2,392460,0.003059507419305385
2024-04-04 05:30:00,3957.0,4030.0,3892.05,4014.3,932478,0.020359920695440126
2024-04-05 05:30:00,4013.0,4046.55,3967.55,4031.25,537212,0.00422240490247372
2024-04-08 05:30:00,4024.95,4303.45,4011.6,4205.75,2165986,0.043286821705426304
